,BEN,BHY,SNB75,SF295,EHEB,HT,MC116,SF126,CMK,RL,NB4,JM1,HCC1395,HCC2157,HCC2218,MCF7,HCC1500,AU565,HCC1937,HCC70,HCC1599,T47D,HCC1143,HCC1806,HCC38,HCC1419,HCC1428,HCC1187,HCC1569,HCC1954
PACS1,11.18,40.96,39.1,12.65,43.97,78.0,23.03,46.73,25.58,30.8,6.36,5.24,53.97,73.86,16.28,27.8,20.87,23.45,35.95,26.04,11.07,27.25,22.08,18.13,51.31,22.43,33.62,37.11,30.62,21.41
PACS2,21.76,51.29,31.6,18.88,12.89,14.48,9.4,31.83,17.53,8.8,12.73,10.63,26.21,29.9,30.25,39.35,31.18,24.14,32.17,44.2,38.55,31.17,122.71,21.49,38.07,13.59,59.42,66.51,15.87,22.11
PACSIN1,5.37,0.7,0.03,0.09,12.97,3.66,12.31,0.03,0.03,9.74,0.01,1.98,0.7,5.72,2.85,2.75,4.07,1.83,8.91,0.12,1.05,19.67,0.42,8.9,2.86,5.81,18.58,1.47,0.27,0.74
PACSIN2,37.24,57.04,99.96,56.23,30.27,25.96,15.62,72.29,52.87,42.07,38.73,32.1,87.39,44.28,34.62,19.14,19.59,45.82,46.3,90.7,25.21,29.32,89.48,19.83,42.71,96.28,20.7,32.1,75.65,47.47
PACSIN3,4.8,81.31,22.35,7.76,0.44,1.46,0.09,31.4,6.27,1.98,20.39,2.48,22.71,44.63,35.5,26.49,27.36,6.45,49.18,46.98,43.71,82.68,41.32,51.17,71.44,105.77,49.77,21.2,84.58,59.57
PADI1,7.97,7.45,1.23,0.23,0.09,0.01,0.0,0.44,0.01,0.0,0.07,0.01,3.34,0.01,0.98,0.18,0.13,0.93,11.82,5.27,0.1,0.02,2.91,3.52,1.6,0.04,0.26,0.11,0.02,31.94
PADI2,6.82,20.95,0.64,0.12,3.6,0.03,0.01,0.02,4.58,0.23,1.08,0.12,2.25,207.98,22.85,2.37,5.35,70.33,38.57,18.35,0.14,5.02,15.94,5.38,108.09,160.94,9.89,15.69,0.69,32.78
PADI3,0.2,17.61,1.01,2.58,0.05,0.01,0.0,0.3,0.02,0.01,0.05,0.02,1.3,0.26,0.08,2.22,0.04,4.19,8.02,0.66,0.01,18.77,0.44,44.47,0.32,0.58,0.08,0.09,0.04,47.15
PADI4,0.08,0.02,0.26,0.13,0.06,0.01,0.0,0.0,2.0,0.02,1.04,0.07,0.02,0.08,0.0,0.06,0.0,0.03,0.52,0.0,0.01,0.03,0.01,0.02,0.01,0.01,0.11,0.0,0.0,0.27
PAEP,1.99,8.14,0.26,0.29,0.22,0.0,0.0,0.33,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.35,0.07,0.91,0.03,0.06,0.0,0.08,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.32
PAF1,43.55,35.09,70.99,80.52,42.14,68.16,42.92,93.16,49.69,58.31,31.7,79.5,48.08,43.47,34.09,91.52,63.77,51.2,121.68,63.55,83.11,60.0,58.62,37.26,75.13,85.38,35.65,54.96,37.19,73.06
PAFAH1B1,37.57,58.03,93.19,47.98,69.9,71.04,41.72,86.11,26.61,22.21,24.39,46.74,83.63,28.94,10.36,41.86,32.01,59.18,69.96,68.58,29.81,30.42,69.77,71.31,69.77,54.37,52.95,56.58,72.9,76.2
PAFAH1B2,29.4,26.1,33.79,33.77,13.7,57.64,16.1,40.78,32.71,32.91,33.0,21.17,26.61,35.07,19.16,15.78,26.93,33.97,45.71,34.13,22.91,32.72,20.02,11.87,56.94,19.18,25.87,61.4,43.55,31.84
PAFAH1B3,49.89,42.23,80.22,49.34,28.18,49.29,30.94,61.85,67.94,24.06,26.43,34.69,67.89,41.06,71.19,83.37,189.33,55.79,73.63,86.44,55.96,83.48,51.22,16.71,68.02,87.0,184.14,90.59,86.32,110.14
PAFAH2,9.83,2.86,7.63,10.72,7.2,3.99,4.67,7.15,7.91,3.96,2.91,6.6,6.54,11.19,4.37,7.54,7.08,4.96,5.06,14.39,6.27,9.78,5.45,3.01,3.33,21.91,7.06,2.98,2.98,14.23
PAG1,0.31,2.96,6.96,0.69,3.6,29.03,20.72,0.26,4.09,29.39,0.09,1.45,2.38,0.52,2.44,0.1,1.06,0.39,0.85,1.59,1.0,1.15,4.56,0.13,2.58,1.28,4.58,0.85,3.71,0.13
PAGE1,0.92,0.1,0.04,2.84,0.53,0.0,0.04,0.73,0.04,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.62,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.05,1.68,0.23,0.0,0.14
PAGE2,0.1,0.0,0.17,3.8,0.7,0.0,0.19,0.0,0.28,0.0,0.14,0.05,0.0,0.05,0.28,0.0,0.0,17.23,0.17,0.0,0.0,0.0,0.0,0.04,0.0,0.0,301.82,0.06,0.0,0.0
PAGE2B,2.29,0.41,0.0,2.1,0.06,0.06,0.07,0.0,2.58,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,1.56,0.07,0.0,0.17,0.09,0.0,0.39,0.08,0.08,32.53,0.15,0.07,0.28
PAGE3,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAGE4,1.05,0.09,0.0,0.0,0.11,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.05,0.25,0.14,0.0,0.0,0.0,0.0,0.2,0.09,0.22,0.0,0.0,0.0,0.12
PAGE5,3.61,0.0,0.66,13.87,17.02,0.15,0.0,0.13,1.72,0.0,0.05,0.08,0.0,0.05,0.0,0.0,0.56,56.31,0.0,0.08,0.0,0.0,0.0,0.03,0.07,0.0,174.86,0.06,0.09,0.22
PAGR1,19.905,6.805,15.765,27.064999999999998,10.48,17.84,20.385,22.535,16.91,27.294999999999998,26.525,12.99,21.085,22.64,20.22,26.21,48.175,24.369999999999997,42.295,33.845,17.96,19.465,23.424999999999997,8.675,20.755000000000003,21.494999999999997,33.725,27.064999999999998,23.424999999999997,13.095
PAH,10.18,0.01,0.0,0.07,0.81,0.01,0.02,0.02,0.02,0.0,0.01,0.1,0.0,0.02,0.02,0.72,0.53,1.26,0.08,0.0,0.01,0.57,0.07,0.16,0.07,0.01,0.31,0.04,0.0,0.1
PAICS,80.74,96.25,103.28,191.9,94.45,288.67,291.88,185.82,193.97,327.64,230.85,259.92,156.99,119.44,103.56,128.88,284.87,141.49,168.62,115.81,160.89,89.57,251.51,43.49,106.66,117.27,107.15,104.02,185.11,239.19
PAIP1,48.38,82.59,117.08,65.96,27.45,32.09,22.61,143.21,42.71,27.53,39.99,60.41,59.3,59.5,52.15,50.55,104.13,58.61,95.95,55.8,75.42,67.35,76.62,51.45,85.53,71.76,64.86,87.64,46.34,188.09
PAIP2,56.11,56.91,79.8,86.56,78.95,181.34,128.08,99.35,93.7,183.51,137.53,190.05,72.98,69.67,69.67,136.72,139.04,105.75,96.77,34.76,82.44,157.94,75.18,51.43,120.68,135.15,111.1,77.48,116.62,78.07
PAIP2B,7.99,1.58,0.55,0.7,0.79,0.89,2.21,0.72,1.94,3.98,0.99,0.75,0.18,1.94,0.31,2.41,0.02,1.42,2.4,6.62,4.32,4.71,1.48,2.95,1.46,4.23,6.1,0.9,0.91,3.78
PAK1,47.23,131.01,37.7,12.75,159.79,20.24,11.51,34.75,24.3,31.11,25.94,2.84,22.47,23.46,2.27,4.31,162.63,10.26,19.92,30.88,16.02,46.47,50.23,50.02,43.3,0.83,34.8,26.52,38.88,46.08
PAK1IP1,12.04,12.06,27.95,28.4,15.96,39.6,39.72,23.0,25.62,35.35,39.12,35.08,25.55,17.4,18.54,15.77,22.02,42.73,27.51,19.53,27.24,14.41,45.86,17.48,29.84,11.15,24.17,23.79,30.31,28.37
PAK2,16.41,18.69,46.58,34.09,30.11,62.34,39.69,48.92,62.86,57.15,49.64,58.75,12.22,34.42,21.58,50.21,50.7,39.59,67.93,87.41,40.3,108.73,52.93,25.17,74.08,49.05,98.21,35.52,25.79,63.49
PAK3,0.01,0.34,0.76,0.75,0.06,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.14,0.04,0.04,0.02,0.0,0.0,0.47,0.06,0.03,0.02,0.48,0.0,1.16,0.23,0.0,0.03
PAK4,24.27,30.09,41.46,51.44,8.01,14.04,17.91,44.67,21.85,8.54,11.33,24.47,44.21,21.82,85.53,111.57,74.97,74.56,104.3,58.78,66.99,58.79,40.32,40.25,82.84,144.35,55.71,69.44,36.59,60.89
PAK6,0.69,8.7,1.9,1.46,0.75,0.08,0.0,0.3,0.47,0.72,0.17,0.02,3.7,2.7,0.51,1.29,11.42,1.08,11.09,8.61,0.23,0.7,17.26,3.98,12.21,0.0,5.31,6.97,0.24,11.76
PAK7,0.05,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.07,0.0,0.06,0.0,0.04,0.0,0.0,0.14,0.01,0.01
