,SW48,SW620,SW1463,SW1116,RKO,MDST8,SW1417,T84,SW837,HT55,SW948,KM12
ABCA10,0.08,0.13,0.57,0.0,0.09,0.01,0.19,0.01,0.07,0.02,0.08,1.37
ABCA12,0.82,0.0,0.02,0.01,0.0,0.05,0.01,0.29,0.24,0.01,0.01,0.17
ABCA13,0.07,0.0,0.15,0.12,0.01,0.05,1.49,1.05,1.07,0.01,0.06,0.0
ABCA2,106.97,17.31,18.4,48.45,91.97,22.77,43.05,53.15,27.99,38.62,82.35,17.45
ABCA3,43.7,2.68,2.33,0.67,8.07,0.21,2.61,0.27,8.79,0.72,1.35,8.65
ABCA4,0.07,0.15,0.09,0.01,0.0,0.08,0.13,0.05,1.16,0.03,0.0,0.02
ABCA5,7.44,4.29,4.91,4.25,4.0,0.76,5.03,0.43,3.36,0.31,4.17,5.87
ABCA6,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.04
ABCA7,8.78,6.78,2.75,9.18,6.23,1.81,10.6,8.06,12.93,5.58,5.35,6.33
ABCA8,0.02,0.01,0.04,0.02,0.08,0.07,0.0,0.0,0.14,0.01,0.0,0.01
ABCA9,0.16,0.02,0.0,0.02,0.01,0.02,0.0,0.0,0.03,0.0,0.01,0.09
ABCB1,0.41,4.14,86.08,39.73,0.09,0.87,3.15,29.06,55.27,33.27,149.5,0.02
ABCB10,16.08,10.8,12.34,6.04,7.01,7.35,9.08,10.26,16.27,12.22,16.38,6.46
ABCB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.02,0.12
ABCB4,0.03,0.07,0.79,0.08,0.0,5.24,0.31,0.12,0.13,0.08,1.17,0.0
ABCB5,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0
ABCB6,23.17,8.61,12.69,11.45,14.91,18.89,3.12,19.4,19.87,3.7,27.81,12.86
ABCB7,11.02,32.28,14.05,12.52,12.56,6.73,15.09,38.07,23.59,14.14,11.94,18.65
ABCB8,20.13,21.83,25.06,24.67,15.29,55.7,40.11,13.88,20.29,14.7,28.01,17.88
ABCB9,6.42,2.21,7.64,2.8,7.17,19.5,7.87,5.1,6.61,0.86,4.65,2.63
ABCC1,29.89,18.07,15.46,20.81,10.79,17.5,46.45,25.02,39.13,18.11,10.55,14.65
ABCC10,12.92,11.3,10.45,11.54,13.34,10.97,12.83,18.97,21.92,10.83,11.13,13.16
ABCC11,0.01,0.2,0.04,0.07,0.07,0.07,0.06,0.17,0.4,0.19,0.07,0.19
ABCC12,0.0,0.18,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.01,0.0,0.0
ABCC2,0.48,8.84,11.57,10.61,0.63,0.29,0.5,36.22,0.47,6.16,0.15,4.13
ABCC3,49.86,10.88,39.61,100.1,0.1,2.47,36.34,86.09,75.04,44.91,72.05,39.48
ABCC4,12.01,11.56,6.75,7.12,6.21,23.51,4.48,7.78,9.94,4.3,14.03,7.92
ABCC5,34.96,14.21,13.03,15.38,18.04,7.69,22.52,13.31,22.26,5.28,12.96,18.84
ABCC6,1.93,1.27,3.53,12.2,0.8,0.26,4.63,5.27,5.73,16.19,9.71,0.46
ABCC8,0.0,0.35,0.23,0.39,0.0,0.0,0.28,0.13,0.09,0.03,0.4,0.0
ABCC9,0.08,0.06,0.05,0.65,0.0,3.92,0.69,0.59,5.17,0.07,0.01,0.03
ABCD1,0.96,20.83,0.58,3.45,7.55,4.11,9.31,3.29,37.24,2.14,2.24,0.51
ABCD2,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0
ABCD3,22.06,41.66,40.42,17.6,19.81,14.45,19.31,37.37,27.53,51.38,34.09,28.54
ABCD4,37.15,40.29,20.57,20.71,50.59,14.39,20.6,20.49,53.78,11.03,17.65,35.84
ABCE1,100.3,60.99,42.67,33.56,50.72,29.74,36.25,36.51,76.41,36.6,42.13,57.48
ABCF1,29.68,89.29,35.12,21.82,27.77,61.73,63.91,64.71,74.65,25.58,49.17,15.5
ABCF2,133.16,62.85,39.88,29.99,60.93,97.44,81.92,25.14,47.62,27.58,28.32,26.04
ABCF3,45.76,28.47,39.72,43.0,39.55,35.19,50.8,54.61,49.36,25.54,32.26,38.28
ABCG1,0.6,1.1,0.46,1.57,0.01,0.05,5.25,0.08,1.47,2.47,0.35,0.02
ABCG2,2.98,0.1,3.01,4.58,0.4,2.06,0.08,0.28,15.41,0.11,10.16,14.23
ABCG4,0.61,0.02,0.0,0.0,0.59,0.25,0.02,0.0,0.11,0.01,0.01,0.01
ABCG5,0.0,0.03,0.0,0.05,0.03,0.0,0.04,0.01,0.0,0.0,0.02,0.04
ABCG8,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.02,0.0
ABHD1,0.39,2.28,0.72,0.0,0.15,0.02,0.69,0.24,3.39,0.62,0.45,0.28
ABHD10,34.75,24.42,25.22,16.79,27.3,21.53,23.59,20.59,30.49,19.03,29.82,30.76
ABHD11,26.9,30.93,66.67,66.22,23.47,41.16,129.74,109.76,80.37,68.3,115.06,51.14
ABHD12,52.47,30.43,50.26,23.37,36.92,186.79,87.4,56.1,30.19,38.95,91.81,36.65
ABHD12B,0.53,75.57,0.73,25.65,0.11,0.06,1.87,0.11,0.04,0.25,0.26,38.77
ABHD13,5.06,6.18,16.54,4.35,8.26,4.34,5.91,4.41,4.87,5.07,9.65,5.43
ABHD14A,10.86,14.05,2.7,4.96,8.35,16.1,7.1,9.96,6.9,8.31,6.82,12.41
ABHD14A-ACY1,0.75,0.99,4.6,1.5,0.82,0.38,0.56,1.35,2.05,2.06,1.04,3.62
ABHD14B,115.85,49.44,88.73,29.9,15.25,27.06,36.82,38.15,31.75,36.31,46.78,26.4
ABHD15,8.68,3.47,4.38,5.51,4.02,8.41,1.53,3.45,5.57,5.27,8.26,1.47
ABHD16A,48.82,30.97,36.57,20.58,23.89,20.48,40.6,30.58,34.35,19.06,46.58,14.27
ABHD16B,3.95,5.92,2.15,5.83,10.1,6.17,11.23,5.32,10.82,2.22,4.84,3.07
ABHD17A,15.67,29.16,30.53,11.46,36.58,44.39,27.84,33.86,16.55,20.62,24.59,31.7
ABHD17B,12.08,12.56,12.65,2.42,9.19,6.63,13.97,7.84,15.44,12.83,19.86,9.84
ABHD17C,21.53,28.11,34.27,35.57,5.97,8.05,23.5,41.78,16.7,60.71,52.47,40.51
ABHD2,15.37,75.24,47.19,49.33,3.55,57.44,135.8,29.94,32.26,35.84,33.99,11.97
ABHD3,8.51,10.98,30.41,8.66,14.72,4.54,12.43,34.71,16.52,15.16,12.62,28.01
ABHD4,17.58,4.58,10.5,7.52,2.42,16.7,6.06,7.55,22.88,7.32,7.3,6.31
ABHD5,14.53,6.25,8.22,6.27,20.2,14.75,16.52,14.83,7.13,8.15,5.03,10.96
ABHD6,8.26,4.62,5.08,2.48,5.26,6.42,11.64,10.55,3.71,18.28,7.13,7.61
ABHD8,2.16,4.09,0.56,0.55,1.87,2.44,0.67,0.56,2.59,0.66,2.11,0.65
ABI1,25.14,17.44,23.61,12.12,15.91,22.66,33.32,26.93,34.79,26.42,23.5,26.21
ABI2,37.43,26.05,12.72,14.34,18.27,49.31,29.9,14.86,40.28,14.05,28.74,18.74
ABI3,0.08,0.0,0.15,0.0,0.0,1.61,0.04,0.0,0.07,0.03,0.07,0.0
ABI3BP,0.33,0.03,0.56,0.34,0.08,1.09,0.32,0.07,0.65,0.06,0.1,0.09
ABL1,27.04,20.7,16.13,22.08,28.77,49.58,22.91,22.23,24.02,18.29,23.35,9.57
ABL2,11.35,3.38,2.17,3.48,20.57,31.05,7.14,5.07,9.22,3.42,3.9,3.81
ABLIM1,35.66,9.84,40.36,61.45,14.93,2.37,14.19,24.85,225.83,44.45,37.16,46.72
ABLIM2,3.33,1.88,5.3,8.9,0.13,0.08,6.87,1.95,5.55,8.04,5.13,0.29
ABLIM3,1.61,1.74,1.4,14.85,0.06,27.56,14.15,2.84,4.51,0.89,1.82,0.3
ABR,36.82,61.46,34.61,41.31,22.06,129.65,51.59,60.07,26.38,101.53,109.8,33.34
ABRA,0.0,0.11,0.0,0.0,0.05,0.0,0.08,0.02,0.08,0.08,0.01,0.05
ABRACL,55.81,11.25,157.97,126.65,141.82,92.15,58.98,189.05,86.98,91.16,130.42,79.04
ABT1,16.01,28.46,20.2,5.85,31.41,16.07,19.95,19.9,17.69,13.03,18.83,10.36
ABTB1,37.77,2.57,11.7,23.26,7.57,21.69,23.38,5.84,23.27,12.72,17.79,11.22
ABTB2,4.18,5.86,5.77,9.84,2.31,5.61,12.21,12.84,13.22,5.47,3.04,3.39
AC000003.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002310.13,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002365.1,0.0,0.04,0.0,0.0,0.05,0.0,0.12,0.08,0.0,0.0,0.0,0.0
AC002398.9,3.29,2.36,0.19,1.91,0.4,4.09,1.85,2.18,2.75,0.71,0.16,3.29
AC002451.1,0.35,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.02
AC002472.1,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002472.13,0.0,0.03,0.08,0.07,0.0,0.0,0.0,0.01,0.04,0.0,0.01,0.01
AC002553.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002985.3,0.0,0.07,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0
AC003002.4,0.0,0.17,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
AC003002.6,3.03,0.0,0.0,1.24,0.45,0.48,0.0,0.45,0.18,0.13,0.0,0.42
AC003005.4,0.0,0.0,0.0,0.07,0.0,0.2,0.0,0.22,0.0,0.22,0.0,0.06
AC003006.7,0.0,0.07,0.0,0.0,0.58,0.41,0.0,0.49,0.0,0.0,0.0,0.12
AC003043.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
AC003102.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02
AC004017.1,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0
AC004076.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
AC004076.9,0.0,0.0,0.02,0.0,0.0,0.19,0.08,0.05,1.58,0.05,0.0,0.21
AC004381.6,12.47,5.64,5.93,3.72,6.23,18.31,5.69,4.48,12.09,5.06,5.11,7.36
AC004466.1,2.27,1.66,0.05,0.53,3.03,0.18,0.79,1.21,2.32,0.47,0.87,1.58
AC004528.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004817.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004824.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004899.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005003.1,3.79,1.08,0.0,0.36,0.8,2.26,1.57,0.42,1.4,0.28,0.58,0.82
AC005008.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005082.1,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005358.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
AC005477.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
AC005481.5,0.13,1.38,0.0,0.31,0.18,0.17,0.06,0.01,0.12,0.03,0.19,0.03
AC005488.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005493.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005544.1,0.0,1.52,0.09,0.0,0.0,2.24,2.26,0.09,0.0,0.32,0.0,0.0
AC005549.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005606.1,0.0,0.69,0.07,0.0,0.0,0.0,1.7,0.0,0.18,0.0,0.39,0.32
AC005609.1,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.0,0.0,0.0,0.01,1.06
AC005779.2,0.42,0.06,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0
AC005841.1,1.2,1.0,0.0,0.23,0.55,0.0,0.22,0.61,0.29,0.56,0.45,1.62
AC006014.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006116.20,0.25,0.21,0.0,0.0,0.27,0.12,0.08,0.14,0.0,0.0,0.17,0.25
AC006126.3,1.44,0.06,0.0,0.0,0.07,0.0,0.11,0.13,0.0,0.0,0.0,0.0
AC006132.1,1.59,0.4,0.37,0.83,2.09,0.73,3.34,0.5,0.49,1.29,1.1,0.4
AC006156.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006372.1,0.0,0.1,0.0,0.1,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0
AC006435.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0
AC006449.1,22.35,42.38,30.37,46.33,11.1,21.07,49.79,19.17,10.01,76.92,57.74,21.5
AC006455.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006486.1,0.09,0.16,0.02,0.24,0.37,0.34,0.27,0.15,0.19,0.29,0.74,0.28
AC006486.9,2.3,0.0,0.0,0.0,0.0,1.34,0.0,0.0,2.33,0.0,0.0,0.13
AC006538.4,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0
AC006547.14,0.0,0.99,0.92,1.12,0.0,2.83,0.58,0.0,0.64,0.75,0.12,0.05
AC006946.15,0.0,0.05,0.0,0.0,0.21,0.0,0.03,0.04,0.0,0.0,0.0,0.21
AC006967.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.19,0.0,0.0
AC007040.11,0.86,0.17,0.01,0.0,2.03,0.99,0.0,0.01,0.04,0.01,0.03,0.01
AC007204.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007216.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007375.1,0.0,0.04,0.14,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
AC007377.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007382.1,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.34,0.0,0.9,3.04,1.67
AC007390.5,31.01,22.63,29.33,18.26,32.42,27.29,24.85,23.96,26.64,37.56,67.14,26.38
AC007401.2,0.0,0.0,0.0,0.0,0.67,0.0,0.12,0.15,0.4,0.0,0.13,0.08
AC007405.2,0.33,8.94,0.96,0.52,0.01,0.03,6.86,1.0,1.52,6.33,5.47,0.03
AC007421.1,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48
AC007431.1,0.0,0.14,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007461.1,0.0,0.18,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
AC007557.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007773.3,0.41,0.69,0.79,0.0,1.02,0.85,0.42,0.13,0.0,0.07,0.55,0.15
AC007919.2,0.0,0.61,0.0,0.0,0.0,0.0,0.4,0.31,0.0,0.75,0.0,0.26
AC007952.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007952.5,0.03,0.67,0.07,0.19,0.0,0.02,2.06,0.49,0.32,0.42,0.21,0.05
AC007952.6,0.0,0.29,0.09,0.78,0.0,0.26,2.08,0.47,4.51,0.81,0.62,0.08
AC007956.1,0.0,0.82,0.0,0.0,0.0,0.76,0.57,0.3,1.5,0.0,0.7,0.0
AC007965.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008060.7,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.01,0.0,0.0
AC008132.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008132.13,0.03,0.02,0.0,0.0,0.39,0.0,0.0,0.02,0.0,0.0,0.0,0.01
AC008267.1,0.29,0.04,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.02,0.02,0.07
AC008271.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
AC008372.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008387.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008394.1,0.0,0.01,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008443.1,3.3,4.15,5.38,13.79,5.35,0.38,5.16,4.89,15.58,4.24,5.92,3.88
AC008498.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0
AC008686.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008914.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008948.1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.03,0.0,0.02,0.0
AC008964.1,0.05,0.05,0.26,0.03,0.0,0.0,0.0,0.05,0.05,0.05,0.09,0.03
AC009041.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009060.1,0.0,0.23,0.0,0.0,0.4,0.0,0.0,0.23,0.37,0.0,0.19,0.0
AC009065.1,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009365.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009403.2,8.02,53.03,28.76,12.92,20.56,14.05,22.78,6.21,9.7,18.56,18.68,10.32
AC009802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009892.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010327.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010336.1,0.0,0.2,0.0,0.12,0.32,0.13,0.14,0.15,0.29,0.15,0.38,0.13
AC010368.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010441.1,59.41,2.09,66.93,18.73,7.33,18.45,67.64,32.84,32.37,57.49,37.48,24.35
AC010536.1,0.59,0.62,0.17,0.16,1.26,0.17,0.48,0.49,0.61,0.07,0.05,0.48
AC010547.9,0.0,0.8,0.0,0.17,0.38,0.46,0.51,0.23,0.32,0.21,0.4,0.21
AC010642.1,0.31,0.66,0.54,0.4,1.17,0.3,0.12,0.62,0.98,0.16,0.22,0.58
AC010646.3,0.0,0.14,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0
AC010760.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010877.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011239.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011294.3,0.07,0.0,0.15,0.02,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
AC011298.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
AC011308.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011366.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011475.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011484.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011500.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011530.4,0.44,0.0,0.0,0.0,0.09,0.0,0.69,0.26,0.0,0.12,0.0,0.08
AC011551.3,0.0,0.07,0.0,0.0,0.35,0.17,0.0,0.0,0.82,0.21,0.09,0.06
AC011755.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
AC011897.1,0.07,0.0,1.16,1.75,0.0,0.05,2.71,5.19,0.23,6.98,10.58,0.05
AC011997.1,1.34,0.02,0.05,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.32,0.12
AC012067.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012123.1,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012215.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0
AC012313.1,0.0,0.0,0.0,0.0,0.03,0.0,0.11,0.0,0.23,0.0,0.0,0.0
AC012360.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012360.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012414.1,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.0,0.0,0.0,0.0,0.0
AC012485.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012493.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC013269.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC013449.1,1.45,1.28,1.22,0.58,2.28,0.91,2.6,1.08,2.67,0.83,0.76,1.98
AC013468.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC013469.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015660.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015688.3,0.01,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015987.2,39.36,26.96,31.94,23.77,27.01,41.58,39.01,16.95,32.57,31.4,33.38,20.47
AC015989.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015989.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016251.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016559.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016586.1,0.43,0.17,0.0,0.03,0.3,0.05,0.17,0.14,0.12,0.08,0.11,0.22
AC016722.1,0.0,0.03,0.27,0.0,0.03,0.05,0.06,0.02,0.0,0.0,0.04,0.1
AC016722.2,0.55,0.1,0.0,0.05,0.0,2.87,0.32,0.39,2.13,0.09,0.23,0.23
AC016745.1,0.98,0.0,0.0,0.0,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.09
AC016752.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016757.3,0.08,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.39,0.0,0.0,0.0
AC016885.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC017028.1,0.0,0.86,0.0,0.0,0.0,0.0,0.37,0.15,0.0,0.0,0.0,0.0
AC017081.1,1.4,0.55,1.52,0.0,0.45,0.0,0.0,0.86,0.69,0.0,0.54,0.71
AC017104.2,0.0,0.05,0.0,0.0,0.19,0.0,0.0,0.06,0.0,0.05,0.14,0.1
AC018445.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018470.1,0.0,0.08,0.0,0.06,0.0,0.0,0.09,0.0,0.36,0.02,0.04,0.0
AC018512.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018630.1,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.76
AC018755.1,0.0,0.22,0.17,0.2,0.38,0.46,0.51,0.05,0.65,0.22,0.7,0.25
AC018816.3,0.0,1.38,0.0,0.32,0.14,0.0,0.0,0.0,0.0,0.12,0.61,0.0
AC018867.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018867.2,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC019171.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
AC019206.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC019294.1,0.04,0.17,0.0,0.08,0.32,0.0,0.07,0.11,0.51,0.05,0.49,0.13
AC020629.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC020907.1,0.0,0.18,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.03
AC020922.1,0.0,0.22,0.0,0.0,0.93,0.03,0.28,0.57,0.57,0.33,0.86,1.63
AC020952.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC021218.2,1.33,3.13,5.57,14.61,0.0,1.76,15.9,2.07,0.77,15.65,1.97,2.53
AC021860.1,0.62,0.45,0.0,0.02,0.0,0.01,0.08,0.16,0.23,0.1,1.36,0.15
AC022210.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC022400.2,0.0,0.65,0.0,0.0,0.34,0.11,0.41,0.17,0.0,0.1,0.13,0.26
AC022431.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
AC022498.1,0.07,0.02,0.1,0.05,0.36,0.0,0.03,0.09,0.08,0.02,0.06,0.11
AC022532.1,0.24,0.43,0.0,0.18,0.02,0.07,0.42,0.32,0.17,0.44,0.08,0.11
AC022819.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023469.1,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
AC023590.1,0.32,0.0,0.39,0.0,0.27,0.0,0.05,0.04,0.0,0.06,0.13,0.15
